"","X","date","new_cases","mod_fit_res","fit_mean","fit_0.025","fit_0.975"
"498",498,2021-07-02,794,1200.64947885275,858.080253210372,825.089421183433,885.66472550871
"499",499,2021-07-03,929,1689.55972453114,900.814173197738,872.524445729785,928.096542557895
"500",500,2021-07-04,806,1506.66965471162,937.8384884383,908.594574443518,965.737651753663
"501",501,2021-07-05,480,1010.25902599399,948.796555658317,919.293285780249,976.814375579468
"502",502,2021-07-06,907,709.420902002603,1020.75400967659,983.81029920083,1048.63569358117
"503",503,2021-07-07,1010,660.631511223037,1123.50740622885,1083.67638954614,1150.22444229658
"504",504,2021-07-08,1391,578.646143937716,1233.94399382099,1194.32057148075,1260.3151990484
"505",505,2021-07-09,1386,842.345839649905,1364.04148008273,1322.0749443273,1394.67519062203
"506",506,2021-07-10,1394,1085.34155129432,1514.89272508088,1472.41496172671,1544.78329693171
"507",507,2021-07-11,1391,2018.52330595092,1659.95657864571,1618.88781224662,1694.27214854459
"508",508,2021-07-12,887,1859.31416577054,1748.84042911359,1707.11976767545,1783.24305763495
"509",509,2021-07-13,1530,1110.82058419194,1944.74357692191,1905.304930988,1978.76954022235
"510",510,2021-07-14,2153,1075.97853868105,2169.88408287522,2130.91263068054,2204.63107061393
"511",511,2021-07-15,2473,2342.33090124978,2434.22598488222,2398.8459742253,2468.83598825794
"512",512,2021-07-16,2895,2505.66368710832,2681.66658705465,2649.56880948254,2723.69392028061
"513",513,2021-07-17,3118,3359.5389189641,2924.18165691267,2892.57882586226,2971.70196306363
"514",514,2021-07-18,3126,3565.18437701697,3147.02702549071,3114.68611439486,3195.61073264114
"515",515,2021-07-19,2070,2866.04792632442,3269.22596074053,3235.45562576884,3318.08363878737
"516",516,2021-07-20,3555,3623.89933465305,3512.50276193548,3475.63512311817,3559.82948624259
"517",517,2021-07-21,4254,3832.61133717583,3789.65153770964,3759.81876470025,3838.20528424477
"518",518,2021-07-22,5056,5592.30779718072,4050.6421426887,4023.30718684617,4105.93525349225
"519",519,2021-07-23,5142,5525.81199448137,4321.44252326047,4294.3917490347,4383.11600267353
"520",520,2021-07-24,5138,4628.56905976799,4564.59909407055,4540.42154037252,4621.81808728774
"521",521,2021-07-25,4742,2877.91802795953,4718.90412613659,4688.14608199357,4771.28302381398
"522",522,2021-07-26,3115,4446.38649135362,4726.34253246921,4695.40118334788,4774.31695091244
"523",523,2021-07-27,4516,4630.71344686253,4900.25457302388,4856.17789124157,4950.85985521637
"524",524,2021-07-28,5693,5712.82716628048,5109.64729891099,5063.20814886186,5160.65951518562
"525",525,2021-07-29,6167,7017.06542329816,5313.81771793828,5259.27148530866,5364.84934621386
"526",526,2021-07-30,6613,5322.35344191641,5412.7926373608,5358.44459521153,5466.3481067016
"527",527,2021-07-31,6509,5954.45385216316,5530.21538659228,5475.55107946282,5578.01410772771
"528",528,2021-08-01,5320,6312.78986467281,5577.32930570668,5522.38247745998,5628.79384637122
"529",529,2021-08-02,3185,4536.90514469519,5540.06822666847,5490.69297680226,5590.62000791032
"530",530,2021-08-03,4841,4041.29925981793,5703.17595806395,5649.01607406507,5755.71219684904
"531",531,2021-08-04,6590,6741.07909374591,5863.02716757543,5808.72828465327,5916.23835310153
"532",532,2021-08-05,7224,6702.6065606568,5963.55485322709,5907.49829718203,6029.02375895513
"533",533,2021-08-06,6599,6112.12052841648,6048.47698824564,5983.58792746518,6110.40308116734
"534",534,2021-08-07,6897,6589.16161238705,6095.02674492552,6030.51518001317,6150.22107244607
"535",535,2021-08-08,5733,4933.57069798023,6035.60914692746,5964.81599126634,6091.8334349001
"536",536,2021-08-09,4200,6881.47412293055,5928.33761280511,5864.19096086414,5984.30227451742
"537",537,2021-08-10,5624,6245.89724762039,6068.43975549834,5994.77284875445,6125.89034043869
"538",538,2021-08-11,6921,4956.4246173962,6232.63149934181,6169.72535177842,6288.91001377295
"539",539,2021-08-12,7267,6929.4131160581,6267.21386276754,6204.99357956007,6332.58292212779
"540",540,2021-08-13,7398,7271.34706088668,6266.07355147529,6212.88002942328,6334.37338158947
"541",541,2021-08-14,7181,7262.53521019779,6334.24681977862,6258.05206496518,6401.9060687253
"542",542,2021-08-15,5661,5786.50189190288,6273.58233569106,6196.03124396873,6338.38703548778
"543",543,2021-08-16,3669,5672.12003517058,6172.33768469361,6094.56275855325,6228.03890249739
"544",544,2021-08-17,5268,4846.35079817357,6299.52294859986,6209.42778184099,6357.79888620136
"545",545,2021-08-18,7159,5739.08730379282,6430.32511950426,6341.55121198324,6492.92435185306
"546",546,2021-08-19,7240,5563.76035565324,6439.38728393475,6351.85700482206,6508.60804602903
"547",547,2021-08-20,7220,7916.86167475255,6483.56844043693,6391.51117139937,6542.48070148028
"548",548,2021-08-21,7466,7711.20160476025,6450.1230186494,6359.61729679545,6506.3136366599
"549",549,2021-08-22,5922,6123.18879544875,6364.59089663792,6275.13322221998,6423.18949217246
"550",550,2021-08-23,4166,6162.75753798755,6282.23242828654,6191.74962860154,6341.84068237555
"551",551,2021-08-24,6078,6114.99192396645,6397.1202737402,6301.06382629308,6460.31816370533
"552",552,2021-08-25,7539,6981.29865306616,6479.97657466576,6389.68036421349,6542.60463539629
"553",553,2021-08-26,7215,5923.54025221197,6452.35339323967,6356.91692386772,6512.65016456576
"554",554,2021-08-27,7823,7796.38286263635,6430.93287960619,6328.68869555572,6484.28300954234
"555",555,2021-08-28,6858,6245.98360438412,6365.24697856207,6255.37126853313,6414.47486478315
"556",556,2021-08-29,5954,6490.27567118546,6215.86105141509,6122.28103812559,6271.83723240571
"557",557,2021-08-30,4253,4386.85395224206,6043.48571395837,5941.21246800388,6100.335638917
"558",558,2021-08-31,5492,6257.94940539729,6075.13754925483,5969.16858543607,6135.11474762846
"559",559,2021-09-01,6496,6611.11347578233,6060.64309945488,5966.11588455268,6121.52270320504
"560",560,2021-09-02,6754,7976.52635085629,5924.66188169829,5832.00573855019,5979.13366823767
"561",561,2021-09-03,6729,5217.99982199585,5821.07455158226,5729.22002377946,5876.18619842572
"562",562,2021-09-04,6156,5520.7953873435,5641.63695826899,5554.97747911813,5698.21923686937
"563",563,2021-09-05,5314,5507.12744174013,5497.14813312032,5407.76536237196,5556.84993324698
"564",564,2021-09-06,3347,3366.41811870132,5284.72117016687,5194.85833143661,5351.31490427606
"565",565,2021-09-07,4715,4851.14674372179,5263.24511859021,5175.25586637982,5329.7814135416
"566",566,2021-09-08,5921,5835.83946339414,5217.56507451613,5134.23268876319,5281.51651412991
"567",567,2021-09-09,5518,5860.40458438126,5116.96616185025,5035.24140162663,5180.33115682999
"568",568,2021-09-10,5617,5335.31501362659,4961.38011320737,4885.49272259741,5030.88482474607
"569",569,2021-09-11,5191,4649.9466104242,4812.70894690487,4740.68797170385,4880.95429365974
"570",570,2021-09-12,4664,4512.5975619196,4648.90164121752,4583.49950863017,4718.91065195345
"571",571,2021-09-13,2792,3263.4796907017,4451.26373832675,4391.74350487009,4516.7870094959
"572",572,2021-09-14,4009,4975.79003462195,4448.18021349965,4399.37169630192,4514.9377317325
"573",573,2021-09-15,4826,3943.27626976464,4400.98168970152,4349.06736245406,4464.85092645387
"574",574,2021-09-16,5115,4028.17226425186,4275.15390190708,4223.81627877111,4336.30687137073
"575",575,2021-09-17,4544,4597.64569453988,4154.02064221876,4101.37391665882,4217.7324571153
"576",576,2021-09-18,4576,4966.38915653201,4016.12666197608,3964.13607268173,4077.20376149524
"577",577,2021-09-19,3836,4098.65822976595,3879.47416170457,3822.37020685587,3936.10277829668
"578",578,2021-09-20,2405,4330.73262498947,3687.99724112855,3634.76326145152,3743.33201262175
"579",579,2021-09-21,3374,3996.52416042006,3690.54535280358,3614.77618975971,3740.16217685337
"580",580,2021-09-22,3963,3932.11079705972,3633.64375425237,3557.92518293582,3682.74706075198
"581",581,2021-09-23,4053,3938.86146590253,3586.9292014044,3512.48973357102,3634.8296907477
"582",582,2021-09-24,3790,3017.66104889661,3474.73749709251,3403.02345538428,3528.07535706151
"583",583,2021-09-25,3519,3196.50644619111,3394.98050227774,3323.15820946607,3448.43747712703
"584",584,2021-09-26,3099,2603.06715055555,3290.50219519444,3218.14047333956,3343.95975388433
"585",585,2021-09-27,1773,1808.64104508189,3151.3834094635,3070.39076094322,3203.71219393873
"586",586,2021-09-28,2962,3423.72629180923,3141.45650856256,3059.94791828089,3195.39266112469
"587",587,2021-09-29,3212,3934.34354592208,3130.23988714489,2990.12767612621,3184.81023529429
"588",588,2021-09-30,4094,3598.12010978302,3071.41584752403,2887.02261949465,3128.37487364079
"589",589,2021-10-01,3403,3838.91159034567,2997.0246071845,2746.28006373759,3061.89093476172
"590",590,2021-10-02,3309,2885.801952729,2927.38869629553,2611.41660834626,2991.56030115321
"591",591,2021-10-03,2967,2411.4599008481,2843.65090698971,2494.20100402688,2902.90710989432
"592",592,2021-10-04,1612,802.340653839338,2738.90017184296,2388.62133466351,2803.33590465485
"593",593,2021-10-05,2463,1045.08032027334,2777.1334390701,2366.06840467989,2847.23758864253
"594",594,2021-10-06,3232,2117.6707280428,2782.90375186732,2310.10384469975,2881.29978510556
"595",595,2021-10-07,2933,3975.87604631312,2742.62896548854,2263.97163817934,2841.64760676845
"596",596,2021-10-08,3017,3220.70483519446,2650.64012006511,2165.25742864019,2751.85924557125
"597",597,2021-10-09,2747,2760.53575182797,2626.34022434013,2136.01576029845,2726.6174672506
"598",598,2021-10-10,2278,2172.28344037514,2569.2260185325,2080.69561691534,2666.77827744746
"599",599,2021-10-11,1516,1624.46018893771,2475.10571359668,1987.4748128308,2572.34218336164
"600",600,2021-10-12,2486,2566.15276124805,2537.58175707914,2058.59616863576,2631.75578063535
"601",601,2021-10-13,2769,2808.55105278841,2633.74433044578,2153.84890779802,2728.42616166686
"602",602,2021-10-14,2666,2482.54926042197,2677.83681686379,2252.52723352587,2771.08013751503
"603",603,2021-10-15,2729,2821.94055840856,2725.81310623189,2352.2490658634,2817.24617675512
"604",604,2021-10-16,2982,2811.66834820389,2794.24369677091,2486.06620236285,2876.3012098738
"605",605,2021-10-17,2435,2441.51092184601,2863.78880567413,2623.49110308085,2944.42710815734
"606",606,2021-10-18,1594,1945.00324371712,2886.92807239065,2677.6092020005,2970.17421885144
"607",607,2021-10-19,2695,2794.23426751389,3047.79022755029,2840.11313051656,3136.92670943291
"608",608,2021-10-20,3699,3577.82275034901,3191.17891108991,3046.74133510442,3284.81233300996
"609",609,2021-10-21,3791,3604.25551287836,3318.45556608106,3259.14304892432,3381.70909947399
"610",610,2021-10-22,3879,3727.94571909672,3497.89789784744,3450.1974013768,3563.34396383774
"611",611,2021-10-23,3905,4074.16605671983,3641.12533387458,3599.54877771258,3706.75773241267
"612",612,2021-10-24,3723,3763.85666902916,3742.21380062189,3702.86854905168,3804.32036353524
"613",613,2021-10-25,2535,2781.69516210315,3767.79832503657,3727.2054913438,3825.343912032
"614",614,2021-10-26,4053,3687.27385073812,3847.31682398378,3811.1374755112,3903.86051670205
"615",615,2021-10-27,4595,4968.34621789177,4006.9244825523,3969.9364691476,4068.13209219613
"616",616,2021-10-28,4863,5010.14613145555,4153.93466174201,4119.06801986086,4210.09775756144
"617",617,2021-10-29,5332,4554.0933057511,4352.70119110761,4316.95653464495,4409.10143423825
"618",618,2021-10-30,4877,5171.74208962524,4548.06525695098,4512.00435125691,4605.63907537636
"619",619,2021-10-31,4525,4970.31121393733,4675.68458645422,4633.42407703868,4733.97569885624
"620",620,2021-11-01,2818,2331.44321343669,4729.32077804746,4689.73297607783,4788.25686120194
"621",621,2021-11-02,2831,2669.80554232301,4968.58384014533,4929.00179828068,5025.45151254146
"622",622,2021-11-03,5188,4910.55056572649,5238.3785673797,5200.26241399067,5286.38215290543
"623",623,2021-11-04,5902,6253.00217817411,5510.45921591173,5469.1901608635,5548.43792077083
"624",624,2021-11-05,6761,6805.47645673837,5761.20784609345,5709.35031314498,5801.03692918655
"625",625,2021-11-06,6760,6829.53059441035,5976.33024313432,5923.95153048664,6017.19050146609
"626",626,2021-11-07,5822,5553.31435808942,6152.78381162353,6099.71986658441,6199.10981316967
"627",627,2021-11-08,4547,5356.03361039782,6201.01192246763,6150.77660565444,6246.84413845643
"628",628,2021-11-09,6111,6061.08560738762,6531.11376987924,6482.38288228818,6576.42545033428
"629",629,2021-11-10,8033,8026.23715046869,7018.72202956161,6962.6777665152,7080.64732242894
"630",630,2021-11-11,8697,8233.0236889949,7387.06283999071,7333.05352807831,7451.22879261392
"631",631,2021-11-12,8522,8393.40246079225,7700.78288082014,7644.40942049652,7770.08363526152
"632",632,2021-11-13,8539,8834.82685969086,7999.74966472283,7948.06917987965,8084.36181709592
"633",633,2021-11-14,7565,6739.82374834342,8188.53720232937,8133.24966643889,8281.66103135769
"634",634,2021-11-15,5199,5885.4466876954,8229.43541927032,8167.92626372944,8330.72156647731
"635",635,2021-11-16,7815,7396.54504493953,8591.63084886821,8528.35830462635,8712.98846255924
"636",636,2021-11-17,10167,11315.6641656154,9008.252552637,8946.9525892133,9132.28934902327
"637",637,2021-11-18,10645,10235.1348826292,9391.02494454898,9331.75704966482,9514.02430303529
"638",638,2021-11-19,10554,11138.1751006248,9732.93154581743,9679.70681082818,9857.77313928071
"639",639,2021-11-20,11540,11101.4767453594,10012.8843179399,9967.07696815554,10144.5282368789
"640",640,2021-11-21,9707,9479.0855976264,10305.484532411,10253.8697395494,10433.5448797908
"641",641,2021-11-22,6403,6997.32893819956,10336.6166335069,10286.037866486,10456.5223212247
"642",642,2021-11-23,10044,8920.44024535097,10821.0312088988,10662.8012889672,10944.1686251877
"643",643,2021-11-24,12450,13164.8152356696,11318.5300898748,11155.3703892765,11476.03394425
"644",644,2021-11-25,13756,12830.3438367225,11754.3580377602,11597.6948781257,11902.3974241875
"645",645,2021-11-26,13681,14000.2166699502,12189.095009269,12031.5887224395,12338.0943308789
"646",646,2021-11-27,12869,13942.5624422611,12597.9329988059,12442.6047055993,12746.0040889766
"647",647,2021-11-28,12927,11979.727856682,12853.1294325714,12676.1618302064,12994.6790743264
"648",648,2021-11-29,7972,8545.44523098355,12856.821424301,12675.0105740963,12986.9429148674
"649",649,2021-11-30,12757,12216.5373541724,13475.5312647537,13301.6936517712,13598.48751344
"650",650,2021-12-01,15073,15732.0141343874,14138.3647926134,13834.1568391252,14289.7870797215
"651",651,2021-12-02,16810,16247.2348308618,14304.0767280286,13839.8394438486,14507.819920261
"652",652,2021-12-03,17015,17427.0397369009,14451.5586448276,13868.4471982847,14969.7680914281
"653",653,2021-12-04,16627,16609.0758182138,14898.3535897637,14298.3535932164,15461.0943512974
"654",654,2021-12-05,15010,14638.8384821215,15761.9120702146,14736.4786774375,16478.4453054317
"655",655,2021-12-06,9494,9667.19046244444,15836.5550590089,14727.3134305659,16585.2779170363
"656",656,2021-12-07,15742,15439.6244210998,16247.9624430422,14985.2103749606,17400.4461542516
"657",657,2021-12-08,17946,17968.9098653755,16597.7719136678,15218.5017781148,18355.276712775
"658",658,2021-12-09,12516,13325.7445582201,17075.3060783305,15607.5326349825,19051.8759761405
"659",659,2021-12-10,20490,19047.9102191094,17879.5710300003,16403.4187212858,19851.5307383957
"660",660,2021-12-11,21035,20850.8187018941,18608.1636147734,17116.9220474867,20575.4832479802
"661",661,2021-12-12,19212,19271.0828014533,19117.2094098396,17610.7520613449,21083.6591256106
"662",662,2021-12-13,12704,13918.9046371424,19200.9483288184,17705.0272546122,21160.9440302115
"663",663,2021-12-14,20665,21562.2000095446,20319.8317264789,18727.2545716089,22587.9230020134
"664",664,2021-12-15,23190,21443.8144402349,21696.9928670389,20082.3433471931,23967.8016333258
"665",665,2021-12-16,26104,25751.0370033098,23337.6360876495,21836.5105334137,25564.6652218265
"666",666,2021-12-17,28615,30263.9492556732,25698.5810814116,24354.0912987307,27882.7246603144
"667",667,2021-12-18,28057,26876.4665139093,28246.4363010429,27007.3354755492,30145.1669564327
"668",668,2021-12-19,24303,23283.2626256094,28921.5831297994,27371.7339012481,30896.70188873
"669",669,2021-12-20,16205,17608.8438287611,29153.1321997859,27734.6237565123,31069.9400103156
"670",670,2021-12-21,30783,30484.3564430251,32845.4757947692,30027.4674261865,35300.1238109864
"671",671,2021-12-22,36326,37259.2465960929,38240.2772032691,34902.4988087784,40528.2058896822
"672",672,2021-12-23,44585,45129.4541444044,45506.5136095154,42254.3386626586,47232.8110359656
"673",673,2021-12-24,50590,49809.8725296292,53607.2149884815,49262.4907364183,55124.7900415959
"674",674,2021-12-25,54787,55658.0300965746,61108.4630158143,56425.3179699154,62653.9835921365
"675",675,2021-12-26,24882,23987.7136287658,64101.8262129029,59167.8979327777,67507.6057333942
"676",676,2021-12-27,30799,29655.4591450553,67020.1435131226,62086.3508967043,70571.8725493246
"677",677,2021-12-28,78300,79027.0505991081,74605.5873677331,65855.7220778846,79141.4932571231
"678",678,2021-12-29,98016,98015.0371246499,85271.4913367856,71593.4476915295,89667.0216991942
"679",679,2021-12-30,127000,128524.532040563,97352.6104825113,80922.4687410657,101857.938788312
"680",680,2021-12-31,144255,142881.339670633,104185.589967817,85181.7784202097,109617.247105257
"681",681,2022-01-01,141256,139301.724524578,110601.332009593,90206.2393079968,116382.113931159
"682",682,2022-01-02,61137,69795.5660241453,119578.360433747,96992.2962735501,126176.474793928
"683",683,2022-01-03,68034,61065.1002905171,126514.323170762,103128.488294269,133419.018404928
"684",684,2022-01-04,170837,169168.434037771,139014.812331075,114745.979483192,146067.77752071
"685",685,2022-01-05,189088,191995.745963304,149739.016073958,124708.739851867,157072.714785156
"686",686,2022-01-06,219430,218738.488674812,155710.512599274,131351.333582464,162807.436978548
"687",687,2022-01-07,108297,110223.619328453,160626.599893507,136341.812432912,167696.936977979
"688",688,2022-01-08,197535,188677.952407314,163884.42651847,140773.067319748,170935.199232238
"689",689,2022-01-09,155642,160943.564975515,164963.922809652,142173.151016938,171989.662998975
"690",690,2022-01-10,117405,117747.5583034,165695.240589929,143153.709766621,170860.438245919
"691",691,2022-01-11,220519,219875.774367237,170117.745958982,145329.51207797,175409.738157061
"692",692,2022-01-12,196205,195871.876460472,174762.434419506,151267.178517345,179142.699465255
"693",693,2022-01-13,184577,185949.365904455,175579.22033308,155952.908156176,179833.5077759
"694",694,2022-01-14,200869,202231.8598905,173440.330610797,156583.814934836,177609.413207781
"695",695,2022-01-15,192936,192099.162789305,175468.149364678,161179.553986042,178712.227376953
"696",696,2022-01-16,157465,159278.315996464,175199.68778681,162306.264908427,178098.983242486
"697",697,2022-01-17,83387,84629.1299869344,167764.666734693,157062.191917925,169858.249820389
"698",698,2022-01-18,228123,209212.039500071,166403.215464318,155918.240538639,170346.636384254
"699",699,2022-01-19,200966,214312.932245473,162261.857238697,152719.473748354,166576.352690536
"700",700,2022-01-20,198865,200059.827601877,157335.122258497,150034.173109475,160798.548075997
"701",701,2022-01-21,185600,187780.895482373,154612.698313067,147302.549483388,158124.569972234
"702",702,2022-01-22,177335,180368.146754202,150407.285365537,143156.636095448,153910.8375248
"703",703,2022-01-23,142487,137629.554077084,144482.545452726,137210.729038419,147972.662569449
"704",704,2022-01-24,77666,78168.0826608529,137852.289956488,130552.364717955,141811.429797399
"705",705,2022-01-25,211277,201200.097020741,138159.523903883,130673.208132332,142322.128199424
"706",706,2022-01-26,170940,199308.828404354,137151.603156634,131898.528385287,141045.836050677
"707",707,2022-01-27,156040,135598.232646412,131355.574942089,128611.448797184,135182.970735319
"708",708,2022-01-28,144347,147735.381141872,124746.816258391,123122.941719701,128654.161143751
"709",709,2022-01-29,137427,136742.11766432,118407.826971062,116722.795461364,122475.801245823
"710",710,2022-01-30,104110,101721.721508748,111823.012255659,110152.923067217,115919.223817291
"711",711,2022-01-31,57631,63292.2011877336,105448.687259505,103430.808098596,109660.539195126
"712",712,2022-02-01,133306,132649.555774001,103590.91631576,101478.322082151,108159.701470931
"713",713,2022-02-02,119323,119235.261631479,100266.830511898,98632.5646901949,103689.825933891
"714",714,2022-02-03,112956,110182.025641738,93883.2258858594,92042.4994729353,97851.4221499227
"715",715,2022-02-04,100900,100565.754319002,86935.1289923339,84709.6168281035,91928.8005584002
"716",716,2022-02-05,93192,97975.9594000652,80352.12365541,77702.1043427017,86465.7696225188
"717",717,2022-02-06,78943,72306.020354663,73875.840828645,70916.1933038249,80796.4438860287
"718",718,2022-02-07,41602,51526.0076398188,68859.3952517098,65909.019499165,75776.7467975043
"719",719,2022-02-08,102429,97982.8151175454,67763.2011992245,64634.6563182667,74467.1250868396
"720",720,2022-02-09,81669,78398.1680956436,65170.6165674471,62125.4265466274,72362.6972805659
"721",721,2022-02-10,76195,74943.2932612346,61096.6468919395,58057.390435136,68291.6954382055
"722",722,2022-02-11,67478,72829.9718666049,57145.7743711952,54113.1454470785,64337.6504559219
"723",723,2022-02-12,62221,60272.3430510666,53887.6265053698,50896.1056862195,60967.4777455038
"724",724,2022-02-13,52345,46417.5755445464,50679.185614876,47747.8914121008,57572.67858535
"725",725,2022-02-14,28776,32644.0091737127,47080.4315547097,44152.4975176666,53958.5798894414
"726",726,2022-02-15,71023,71248.03664493,45999.2745630352,43159.8695450025,53951.2070417203
"727",727,2022-02-16,59869,58735.5606397353,45794.8708321225,42821.7939980358,54255.6075636998
"728",728,2022-02-17,58055,58096.9405839294,44594.457588611,41780.2756421554,52009.9315671853
"729",729,2022-02-18,53700,53191.4539564066,43472.0736004328,41082.6501569124,49723.3178550698
"730",730,2022-02-19,50675,49501.822507103,42624.8165418675,40623.7749011398,47867.8381485905
"731",731,2022-02-20,42202,43311.7379196528,41730.0342484873,40158.0412568749,45833.820118678
"732",732,2022-02-21,24484,33457.2675571572,40276.7673557392,39007.4063449348,43594.6437227512
"733",733,2022-02-22,60137,51977.1260302477,40440.2746191551,38719.4792305831,44232.9064536229
"734",734,2022-02-23,49162,50543.6703145066,40235.3875353188,38715.155233501,44503.0957904899
"735",735,2022-02-24,47493,45703.811150033,39747.386338127,38259.509301132,43381.4091135525
"736",736,2022-02-25,42069,44463.8469736641,38437.4625385886,36958.5296637469,42417.6497594185
"737",737,2022-02-26,39360,37879.2890574988,37489.8335080324,35614.6803377679,41608.9301576692
"738",738,2022-02-27,31878,27853.3886613566,36550.6440648956,34545.2686970036,40951.9472780938
"739",739,2022-02-28,18278,26452.7283838689,36107.8468074142,33961.4227777158,40843.1624628093
"740",740,2022-03-01,47136,37312.2398705818,37058.0728376632,34741.8116927129,42161.8007362796
"741",741,2022-03-02,37946,42640.4246859523,37637.4298247741,35465.7108862056,41558.4091796006
"742",742,2022-03-03,42588,44624.387310219,36764.5553811511,34742.260512068,39715.3651842276
"743",743,2022-03-04,38353,37706.1187150022,35699.3917032733,33909.7796122068,38826.424644052
"744",744,2022-03-05,41364,39236.6957863718,34914.9828006801,32939.6591463264,38420.0987883728
