"","date","aju_1","aju_2","aju_3","aju_4"
"460",2021-05-25,0.152554740140443,0.165134819214574,0.165134819214574,0.260513118090671
"461",2021-05-26,0.155686468245282,0.168556887028678,0.168556887028678,0.264034520917574
"462",2021-05-27,0.158878282529876,0.172050716225297,0.172050716225297,0.267621010108842
"463",2021-05-28,0.162132215938511,0.175618052394145,0.175618052394145,0.271275466886735
"464",2021-05-29,0.165460766297314,0.179270319988055,0.179270319988055,0.275010689563021
"465",2021-05-30,0.168886348868937,0.183018515558405,0.183018515558405,0.278839082373111
"466",2021-05-31,0.172299250095232,0.186768349702085,0.186768349702085,0.282667863918812
"467",2021-06-01,0.175733520279474,0.190546440463333,0.190546440463333,0.286525339772187
"468",2021-06-02,0.179194067906323,0.194353710080643,0.194353710080643,0.290414144305045
"469",2021-06-03,0.182622016378959,0.198135106073846,0.198135106073846,0.294280890287725
"470",2021-06-04,0.186058602036787,0.201930868381761,0.201930868381761,0.29816737455909
"471",2021-06-05,0.189560166173865,0.205790615011673,0.205790615011673,0.302124792200686
"472",2021-06-06,0.193164787560271,0.209744109490515,0.209744109490515,0.306184438109487
"473",2021-06-07,0.19675754623704,0.2137094666065,0.2137094666065,0.310265620944985
"474",2021-06-08,0.20032261558378,0.217653494804215,0.217653494804215,0.314336141004149
"475",2021-06-09,0.203844551485455,0.221556569350529,0.221556569350529,0.318376914960377
"476",2021-06-10,0.207334417218037,0.225448191506093,0.225448191506093,0.322417840219801
"477",2021-06-11,0.210790794953196,0.229312896183765,0.229312896183765,0.326443506753288
"478",2021-06-12,0.214257380804239,0.233176821355127,0.233176821355127,0.330480083749789
"479",2021-06-13,0.217787556349713,0.237093609648069,0.237093609648069,0.334580477175728
"480",2021-06-14,0.221280846578172,0.240991662753525,0.240991662753525,0.338671830439741
"481",2021-06-15,0.224752991917577,0.244882214662607,0.244882214662607,0.342764042011305
"482",2021-06-16,0.228173817092201,0.248737172748916,0.248737172748916,0.346827526766262
"483",2021-06-17,0.231536162858511,0.252552998613802,0.252552998613802,0.350857028977527
"484",2021-06-18,0.234858773394498,0.256335604255602,0.256335604255602,0.354856597687672
"485",2021-06-19,0.238149058217723,0.260069972813373,0.260069972813373,0.358809295426544
"486",2021-06-20,0.24149056976566,0.263839345633437,0.263839345633437,0.362796485930179
"487",2021-06-21,0.244818762939358,0.267597607455619,0.267597607455619,0.366770172770939
"488",2021-06-22,0.248187119076503,0.271382594279968,0.271382594279968,0.370766737726317
"489",2021-06-23,0.25157925993121,0.275154476383923,0.275154476383923,0.374744837790859
"490",2021-06-24,0.254999626602745,0.278958953136227,0.278958953136227,0.378748804343276
"491",2021-06-25,0.258555380311899,0.282880168619651,0.282880168619651,0.382861554947601
"492",2021-06-26,0.262295414211342,0.286971922369847,0.286971922369847,0.387136048653619
"493",2021-06-27,0.266277040944884,0.291285344933702,0.291285344933702,0.391622778112364
"494",2021-06-28,0.270404428352562,0.295748737683073,0.295748737683073,0.396249320811918
"495",2021-06-29,0.274720411872667,0.300389079262657,0.300389079262657,0.401042034214977
"496",2021-06-30,0.279209951536266,0.305188703907754,0.305188703907754,0.4059830522643
"497",2021-07-01,0.283857958074144,0.310125969897313,0.310125969897313,0.411050478109057
"498",2021-07-02,0.28868416815704,0.315222042998083,0.315222042998083,0.41626576133282
"499",2021-07-03,0.293679201544515,0.32045723151937,0.32045723151937,0.421609482201426
"500",2021-07-04,0.29888532335072,0.325886385289566,0.325886385289566,0.427136897178913
"501",2021-07-05,0.304139235108043,0.331397512811811,0.331397512811811,0.432736237463926
"502",2021-07-06,0.309408530602036,0.336939749889084,0.336939749889084,0.438357077409619
"503",2021-07-07,0.314669321784182,0.342502780356954,0.342502780356954,0.443989573622107
"504",2021-07-08,0.319793866728421,0.347958988967284,0.347958988967284,0.449506395351619
"505",2021-07-09,0.324741831110814,0.353262441895521,0.353262441895521,0.454862125231881
"506",2021-07-10,0.329523237356429,0.358411410429812,0.358411410429812,0.460055503957989
"507",2021-07-11,0.33418824071195,0.363450614057548,0.363450614057548,0.465131718314578
"508",2021-07-12,0.338630964732603,0.368308339313377,0.368308339313377,0.470019631746851
"509",2021-07-13,0.342905068843377,0.373021442477939,0.373021442477939,0.474756525727882
"510",2021-07-14,0.347005514175434,0.377585787157233,0.377585787157233,0.479338950638344
"511",2021-07-15,0.350886442012086,0.381959822807925,0.381959822807925,0.483725673646855
"512",2021-07-16,0.354573028189869,0.386174516627615,0.386174516627615,0.487948239085407
"513",2021-07-17,0.358074855375868,0.390218202956321,0.390218202956321,0.491995711209987
"514",2021-07-18,0.361480154803745,0.394167822623166,0.394167822623166,0.495945747371265
"515",2021-07-19,0.364760632945061,0.398026555769561,0.398026555769561,0.499802170191042
"516",2021-07-20,0.36797869164454,0.401847927680856,0.401847927680856,0.503619174085365
"517",2021-07-21,0.371118138701096,0.405606612973864,0.405606612973864,0.507372218287518
"518",2021-07-22,0.374178931020036,0.409291357400928,0.409291357400928,0.511050632790131
"519",2021-07-23,0.377136765913651,0.412881794438173,0.412881794438173,0.514634633043923
"520",2021-07-24,0.379992839174005,0.416381914361113,0.416381914361113,0.518128852534288
"521",2021-07-25,0.382784941554849,0.419803614236606,0.419803614236606,0.521545570502868
"522",2021-07-26,0.385430131651607,0.423115842989298,0.423115842989298,0.52485405134512
"523",2021-07-27,0.387950089651613,0.426315283150136,0.426315283150136,0.528051346585637
"524",2021-07-28,0.390351010092379,0.429418892366576,0.429418892366576,0.531154710708125
"525",2021-07-29,0.392601391941021,0.432400134402995,0.432400134402995,0.534137927664537
"526",2021-07-30,0.394681902091722,0.435236460943489,0.435236460943489,0.536978645243338
"527",2021-07-31,0.396602089117913,0.437929824979138,0.437929824979138,0.539679221806765
"528",2021-08-01,0.398408721831485,0.440493273866211,0.440493273866212,0.542253034171846
"529",2021-08-02,0.400008218951936,0.442908896531869,0.442908896531869,0.544682423218187
"530",2021-08-03,0.401449270589257,0.445185923548464,0.445185923548464,0.546976907135032
"531",2021-08-04,0.402731804484778,0.44732281460193,0.44732281460193,0.549135297247502
"532",2021-08-05,0.403889955565298,0.449363363291097,0.449363363291097,0.551201771126034
"533",2021-08-06,0.4049479827158,0.451320120268189,0.451320120268189,0.553189227091939
"534",2021-08-07,0.405934345607195,0.453206451747119,0.453206451747119,0.555111479941304
"535",2021-08-08,0.406860985717549,0.455020826081842,0.455020826081842,0.556967270963824
"536",2021-08-09,0.407706569836841,0.456790057219024,0.456790057219024,0.558783452807097
"537",2021-08-10,0.408507824278238,0.458524527456558,0.458524527456558,0.560570400941589
"538",2021-08-11,0.409280536446693,0.460240015313682,0.460240015313682,0.562343661856754
"539",2021-08-12,0.410069359331716,0.461972345968297,0.461972345968297,0.5641386070843
"540",2021-08-13,0.410890389998671,0.463720447928186,0.463720447928186,0.565953562751122
"541",2021-08-14,0.411766221512933,0.465492537322894,0.465492537322894,0.567796051176026
"542",2021-08-15,0.4127005073084,0.467285767286305,0.467285767286305,0.569662361152729
"543",2021-08-16,0.413628115785134,0.469098636536173,0.469098636536173,0.571550006213118
"544",2021-08-17,0.414612550718256,0.470959361758114,0.470959361758114,0.57348617494918
"545",2021-08-18,0.415645186249928,0.472845320990485,0.472845320990485,0.575447104333868
"546",2021-08-19,0.416737627879263,0.474762486487712,0.474762486487712,0.577437649819
"547",2021-08-20,0.417913986552335,0.476730359924278,0.476730359924278,0.579476260618214
"548",2021-08-21,0.419195560881562,0.478765368412467,0.478765368412467,0.581578360474481
"549",2021-08-22,0.420545115208327,0.480822887839139,0.480822887839139,0.583698315974341
"550",2021-08-23,0.421886616978961,0.482883880962259,0.482883880962259,0.585816126542693
"551",2021-08-24,0.423263054510718,0.484956485597384,0.484956485597384,0.587939087357027
"552",2021-08-25,0.424662036947821,0.487030228824884,0.487030228824884,0.5900560532767
"553",2021-08-26,0.426095197735283,0.489108406449227,0.489108406449228,0.592169651439722
"554",2021-08-27,0.427549848728953,0.491177723990403,0.491177723990403,0.594266079019117
"555",2021-08-28,0.429076095187325,0.493280358930187,0.493280358930187,0.596387224143435
"556",2021-08-29,0.430673860691544,0.495425188286536,0.495425188286536,0.598541780309448
"557",2021-08-30,0.432239125711531,0.497527186633073,0.497527186633073,0.600644511238327
"558",2021-08-31,0.433842046966139,0.4996291351609,0.4996291351609,0.602738197656201
"559",2021-09-01,0.435465782902833,0.501722967399669,0.501722967399669,0.604814725654043
"560",2021-09-02,0.437083949372986,0.503777793120091,0.503777793120091,0.606843243817193
"561",2021-09-03,0.438694887023378,0.505794826657297,0.505794826657297,0.608825049839626
"562",2021-09-04,0.440306398011532,0.507765710822172,0.507765710822172,0.610751986793878
"563",2021-09-05,0.441872556436639,0.509660746792057,0.509660746792057,0.612594505131514
"564",2021-09-06,0.443314508972387,0.511420103000033,0.511420103000033,0.614292950685842
"565",2021-09-07,0.444727792519974,0.513127518787296,0.513127518787296,0.615931299294393
"566",2021-09-08,0.446093343284413,0.514760894416878,0.514760894416878,0.617487732014678
"567",2021-09-09,0.447417970613054,0.516329194102662,0.516329194102662,0.618971476526302
"568",2021-09-10,0.448676318604667,0.517811751571662,0.517811751571662,0.62036213622039
"569",2021-09-11,0.449893799634447,0.519229594197113,0.519229594197113,0.621681015612148
"570",2021-09-12,0.451076618256436,0.520597672998054,0.520597672998054,0.622943396682881
"571",2021-09-13,0.452125368609288,0.521844718947861,0.521844718947861,0.624078267665897
"572",2021-09-14,0.453133472706004,0.52303954870661,0.52303954870661,0.625154778327885
"573",2021-09-15,0.454097227650666,0.524191323163817,0.524191323163817,0.626182383965122
"574",2021-09-16,0.455005172358162,0.525287056514106,0.525287056514106,0.627148331201703
"575",2021-09-17,0.455872668304909,0.526349897459939,0.526349897459939,0.628076054992557
"576",2021-09-18,0.456784563431582,0.527458645355447,0.527458645355447,0.629044687591275
"577",2021-09-19,0.457759471057946,0.528632878278742,0.528632878278742,0.630074090655283
"578",2021-09-20,0.458673225591051,0.529780125704726,0.529780125704726,0.63107205839616
"579",2021-09-21,0.459604852254367,0.530951972289429,0.530951972289429,0.632090448537379
"580",2021-09-22,0.460533150362911,0.53212946536315,0.53212946536315,0.633110579126926
"581",2021-09-23,0.461464158588882,0.533318231442928,0.533318231442928,0.634138339544039
"582",2021-09-24,0.462395512661902,0.534517360008143,0.534517360008143,0.635173071342219
"583",2021-09-25,0.463359387213537,0.535744775764393,0.535744775764393,0.636232945609351
"584",2021-09-26,0.464368438762984,0.537012178720389,0.537012178720389,0.637329908725891
"585",2021-09-27,0.465293856888076,0.538218316034136,0.538218316034136,0.638362927112203
"586",2021-09-28,0.466189406848248,0.53940065940284,0.53940065940284,0.639369681042018
"587",2021-09-29,0.46705131346802,0.540549488639984,0.540549488639984,0.640340711688626
"588",2021-09-30,0.467885148388907,0.541676833756687,0.541676833756687,0.641288239718345
"589",2021-10-01,0.468689009946232,0.542775400624668,0.542775400624668,0.642205167786485
"590",2021-10-02,0.469480669255159,0.543851229320534,0.543851229320534,0.643097753830407
"591",2021-10-03,0.47027413186054,0.544917891178536,0.544917891178536,0.643979770448456
"592",2021-10-04,0.470964518046504,0.545897855865934,0.545898003095043,0.644774032777441
"593",2021-10-05,0.471586685342799,0.546804376496047,0.546804817469314,0.645494003288921
"594",2021-10-06,0.472145954220864,0.547641264950726,0.547642143881859,0.646143738240175
"595",2021-10-07,0.472653577658435,0.548421664759645,0.548423202353802,0.646736718392086
"596",2021-10-08,0.473109101836489,0.549142236448537,0.549144682388874,0.647269925081372
"597",2021-10-09,0.473541390309882,0.549834807763922,0.5498383300694,0.647775499335021
"598",2021-10-10,0.473997329274497,0.550541326835624,0.550546035130706,0.648295799311801
"599",2021-10-11,0.474403491144851,0.551214532194049,0.55122228434947,0.648785882918863
"600",2021-10-12,0.47479912317244,0.551870285615842,0.551882915638446,0.649262230789553
"601",2021-10-13,0.475190781186706,0.552516509263541,0.552535970068175,0.649733643509578
"602",2021-10-14,0.475588163873098,0.553155335345194,0.553183560326035,0.650203024283707
"603",2021-10-15,0.475992238967794,0.553793039080943,0.553831895664867,0.650677430921358
"604",2021-10-16,0.476418567204411,0.554445775264142,0.554496451298629,0.651173181605099
"605",2021-10-17,0.476883330560605,0.555125514262114,0.555188917658183,0.651702757131867
"606",2021-10-18,0.477333639171699,0.555794600357161,0.555872641619982,0.652230253229934
"607",2021-10-19,0.47779858172084,0.556466392110337,0.556561276676475,0.652770042280592
"608",2021-10-20,0.478276972824984,0.557143404900279,0.557257432162513,0.653325382868426
"609",2021-10-21,0.478773365884249,0.557830698772039,0.557966723084029,0.653902507457341
"610",2021-10-22,0.479281786022186,0.558519362984951,0.558681059718686,0.654493866755687
"611",2021-10-23,0.479773367193186,0.559181062460273,0.559371178270756,0.655070729272305
"612",2021-10-24,0.480273691264797,0.559841047692912,0.560061078458483,0.655657602937623
"613",2021-10-25,0.480725080753977,0.560446633560456,0.560701663743196,0.656206042609082
"614",2021-10-26,0.481146712882939,0.561008682662472,0.561303869802772,0.656727771472139
"615",2021-10-27,0.481535283954144,0.561523693026277,0.561864109132365,0.657220162241862
"616",2021-10-28,0.481892717752422,0.561998160391659,0.562388932256016,0.65769086897666
"617",2021-10-29,0.482217482185445,0.562433039714232,0.562879210771092,0.658142058664907
"618",2021-10-30,0.482519709944441,0.562838348519959,0.563343349329066,0.658583669602092
"619",2021-10-31,0.482820826085816,0.563233243986676,0.563799001665037,0.659034937617281
"620",2021-11-01,0.483069346976786,0.56357654643506,0.564209314090005,0.659460474821838
"621",2021-11-02,0.483297922901647,0.563894530319298,0.564601569164849,0.659888919764886
"622",2021-11-03,0.483510880526342,0.564194090892138,0.564983652021727,0.660329314252484
"623",2021-11-04,0.483708400639243,0.564476205790492,0.565357196532089,0.660784278094514
"624",2021-11-05,0.483919083737489,0.564771572310741,0.565751486628319,0.661283776669536
"625",2021-11-06,0.484142689190797,0.565078390825675,0.566161961513027,0.661823531534241
"626",2021-11-07,0.484388128224761,0.565401714321591,0.566592306852446,0.662407029497091
"627",2021-11-08,0.484609057724355,0.565708027909934,0.567010571380593,0.663001558183012
"628",2021-11-09,0.484825332584313,0.566007134575947,0.567428792785115,0.663617891941867
"629",2021-11-10,0.485026501658561,0.566290990459193,0.567840703751899,0.664248061330445
"630",2021-11-11,0.485207117427577,0.566555774013087,0.568243215111422,0.664886775567856
"631",2021-11-12,0.485360120845717,0.566791093855548,0.568625148381616,0.665520204363674
"632",2021-11-13,0.485492272852976,0.567001064855654,0.56898790633022,0.666146851719214
"633",2021-11-14,0.485619611666394,0.567199383881546,0.569341116929714,0.666773280933183
"634",2021-11-15,0.485701869343927,0.567355319778729,0.569659954783754,0.667371685846233
"635",2021-11-16,0.4857481763278,0.56747042711398,0.569947052509842,0.667941765258207
"636",2021-11-17,0.485749542802649,0.567536375685704,0.570195491647736,0.668473719883118
"637",2021-11-18,0.485694680815308,0.567542494702375,0.570395371906536,0.668954889289866
"638",2021-11-19,0.485587826001987,0.567492176057793,0.570548499690587,0.66938458065506
"639",2021-11-20,0.485446925083245,0.567401260312005,0.570667524164781,0.669773169731532
"640",2021-11-21,0.485292527825637,0.567288437117893,0.570765649497665,0.670131902233584
"641",2021-11-22,0.485096954182517,0.567123247245669,0.570804786850086,0.670420917532529
"642",2021-11-23,0.48486744058131,0.566930043770772,0.570819616278536,0.670673441817038
"643",2021-11-24,0.484619094022615,0.566715600033996,0.570821230241166,0.670899432689266
"644",2021-11-25,0.484355495642149,0.566482954049718,0.570813647189709,0.671102104934976
"645",2021-11-26,0.484079206744661,0.566236819226886,0.570804319884994,0.671288349134294
"646",2021-11-27,0.483800333769006,0.565983023895161,0.570795400548146,0.671460104029481
"647",2021-11-28,0.483526770767623,0.565728534568741,0.570788903436038,0.671619310601566
"648",2021-11-29,0.483236478444755,0.565460870876744,0.570778870723672,0.671760133063098
"649",2021-11-30,0.482943283752674,0.565187363697711,0.570773497710142,0.671891032396429
"650",2021-12-01,0.482646882197611,0.564907935983038,0.570772674298245,0.672012339426888
"651",2021-12-02,0.482349160067063,0.564625299725966,0.570776806028238,0.672124937786299
"652",2021-12-03,0.482051987074498,0.564341297438434,0.570790737692059,0.672234243676118
"653",2021-12-04,0.481758633960564,0.564056262220624,0.57081362411487,0.672340014512799
"654",2021-12-05,0.481475901517998,0.563776913053043,0.570847347691181,0.672444804809514
"655",2021-12-06,0.481195486716894,0.563506630421128,0.570916271240411,0.672573615095029
"656",2021-12-07,0.480917037204486,0.563232580455241,0.570998024751999,0.672704755437929
"657",2021-12-08,0.48063981069192,0.562954822202884,0.571088047571741,0.67283428134263
"658",2021-12-09,0.480363204290435,0.562673948683116,0.57118838466506,0.672964871621384
"659",2021-12-10,0.480088987483621,0.562390375794418,0.571300184285088,0.673098286414999
"660",2021-12-11,0.479819652330002,0.562106660643357,0.571425299522194,0.673236935058109
"661",2021-12-12,0.479561416907821,0.561830530389636,0.571563813926247,0.673381430803476
"662",2021-12-13,0.479293385958817,0.561542563338081,0.571706407297285,0.673522932729177
"663",2021-12-14,0.479029143730449,0.561255630413639,0.571869659352798,0.673678457264469
"664",2021-12-15,0.478767280629042,0.560969742894298,0.572057087704356,0.67385201174504
"665",2021-12-16,0.478507909002585,0.560682499616319,0.572272871046867,0.674048183078011
"666",2021-12-17,0.478256034186594,0.560399961088114,0.572525754609269,0.674276104370551
"667",2021-12-18,0.478015423865081,0.560126465886975,0.572818382380815,0.674538851233148
"668",2021-12-19,0.477796549781678,0.559871997621247,0.57314783590051,0.674833860874525
"669",2021-12-20,0.477574489993003,0.559614650219558,0.57350798004417,0.675155295180932
"670",2021-12-21,0.477367227104827,0.559371225001759,0.573921501060783,0.675526125436759
"671",2021-12-22,0.477173883426401,0.55914050707891,0.574395502084803,0.675953700446583
"672",2021-12-23,0.476991100152587,0.558919893179355,0.574929813526271,0.676438058525819
"673",2021-12-24,0.476820053418605,0.55871083624617,0.575528944776225,0.676983922466358
"674",2021-12-25,0.476664577660157,0.558517049005298,0.576197192608875,0.677595727521803
"675",2021-12-26,0.476531663261746,0.558344157692074,0.576927268355366,0.678266316047331
"676",2021-12-27,0.476399398909329,0.558175102408162,0.577710225426854,0.67898684677904
"677",2021-12-28,0.476288483316136,0.55802720446951,0.578562759420097,0.679774071256494
"678",2021-12-29,0.476196950185798,0.5578936430586,0.57942545158939,0.68056862985875
"679",2021-12-30,0.476101631695234,0.557761549147545,0.580327009466333,0.681399256837277
"680",2021-12-31,0.476013720276982,0.55763675589075,0.581276071024617,0.682274517728724
"681",2022-01-01,0.475931098200117,0.557516779424538,0.58226927348901,0.683191038791673
"682",2022-01-02,0.475863701263877,0.557410360956605,0.583308553142351,0.684150710081456
"683",2022-01-03,0.475783731770928,0.557294540103796,0.584366059850755,0.685125570156555
"684",2022-01-04,0.475702582104263,0.557177702543817,0.585447956574594,0.686121717403689
"685",2022-01-05,0.475621048030769,0.557061118560228,0.586550319215849,0.687135114820482
"686",2022-01-06,0.475536446766079,0.556942575135469,0.587666051204169,0.688158517300133
"687",2022-01-07,0.475462076987979,0.556835183346146,0.588802002750946,0.689198704599928
"688",2022-01-08,0.475395761863519,0.556736152546889,0.589955725505629,0.690253134120789
"689",2022-01-09,0.475358063149567,0.55666405607309,0.591144436479167,0.691338927897538
"690",2022-01-10,0.475314119819325,0.556589326635129,0.592332736070162,0.692420602101875
"691",2022-01-11,0.475268762460308,0.556514071951352,0.593521938115736,0.693499446761502
"692",2022-01-12,0.475239806760893,0.556457856314733,0.594777970466015,0.694641341759492
"693",2022-01-13,0.475214759603304,0.556404908439027,0.596022882909967,0.695768402515286
"694",2022-01-14,0.475196355452224,0.556353737421591,0.597205890658255,0.696829901033068
"695",2022-01-15,0.475162667257695,0.556282279488286,0.598280379023121,0.697779366597012
"696",2022-01-16,0.475111038472163,0.55619370884725,0.599308808808954,0.698679491817111
"697",2022-01-17,0.475045325392005,0.556101098834065,0.600338289352636,0.699577577870459
"698",2022-01-18,0.47499612955623,0.556026696959471,0.601396919459059,0.700501994720228
"699",2022-01-19,0.474974625094218,0.555979812720256,0.602488703968527,0.701457106123195
"700",2022-01-20,0.474967217567898,0.555947161477048,0.603589428921563,0.702419038291427
"701",2022-01-21,0.474973577907514,0.555922806305578,0.604642605177283,0.703331689747131
"702",2022-01-22,0.47494969724947,0.555863003845451,0.605576696595362,0.704123918751912
"703",2022-01-23,0.474895117045902,0.555777242226606,0.606478329782222,0.704882723910339
"704",2022-01-24,0.474842312127759,0.555700399623998,0.607395494712574,0.705656435647428
"705",2022-01-25,0.474811878951582,0.555647963386385,0.608351847275886,0.70646909414776
"706",2022-01-26,0.474813489225626,0.555628194820449,0.609355312406111,0.707328970501133
"707",2022-01-27,0.474841908730447,0.555631382660495,0.610350440880278,0.708180964196687
"708",2022-01-28,0.474900121217871,0.555679062481474,0.611459151146924,0.709147308043723
"709",2022-01-29,0.475028437163163,0.555804684991228,0.612742804105506,0.710289611477926
"710",2022-01-30,0.475219505774417,0.555994587660483,0.614124160703977,0.711530866534531
"711",2022-01-31,0.475423869217253,0.556203193157339,0.615529829830923,0.712797812381568
"712",2022-02-01,0.475638237319193,0.556424678015817,0.616953592023618,0.714084311616417
"713",2022-02-02,0.475872880921662,0.556669240290955,0.618405416184525,0.71540038891078
"714",2022-02-03,0.476130135315748,0.556940268048308,0.619899081916555,0.716759865475451
"715",2022-02-04,0.476437578582991,0.557263995420677,0.621515085606746,0.718243251442941
"716",2022-02-05,0.47681413179093,0.557660638871756,0.623307983309989,0.719905134547915
"717",2022-02-06,0.477242961813867,0.558109267771861,0.625166529503216,0.72163428443262
"718",2022-02-07,0.477673260135575,0.558564723833919,0.62702379485642,0.723363759564658
"719",2022-02-08,0.478087230904866,0.559006194964938,0.628854225276596,0.725068006354301
"720",2022-02-09,0.478490179407206,0.559438777698257,0.630662590826118,0.726751770844391
"721",2022-02-10,0.478901196288746,0.55988328925442,0.632528416637161,0.728494541742158
"722",2022-02-11,0.479292000535446,0.560302241197879,0.634354917400161,0.730199527691467
"723",2022-02-12,0.479655328114888,0.560687508383562,0.63613963050889,0.731864289315852
"724",2022-02-13,0.480025143611802,0.561078845049911,0.637921274607089,0.733527635577171
"725",2022-02-14,0.480367362092887,0.561445837579804,0.639654967899429,0.735144879663474
"726",2022-02-15,0.480669824713976,0.561774009149694,0.641320557495374,0.736696213026907
"727",2022-02-16,0.48093570607658,0.562065048965207,0.642917691308204,0.738181791328894
"728",2022-02-17,0.481168765247474,0.562320067584628,0.644446912164047,0.739602924343079
"729",2022-02-18,0.481365724875081,0.562542495208071,0.645910780526383,0.740963119773318
"730",2022-02-19,0.48150743329829,0.562715483281941,0.647291490830114,0.742245818707154
"731",2022-02-20,0.481635330332863,0.562874068556701,0.64863585741426,0.743499242765033
"732",2022-02-21,0.481742547871455,0.563014708334758,0.649933247017591,0.744714347100615
"733",2022-02-22,0.48182791721068,0.563135425738249,0.651170731474546,0.745880000741045
"734",2022-02-23,0.481893185670518,0.563236437150013,0.652345027026691,0.746994941791484
"735",2022-02-24,0.481935348892055,0.563314551882924,0.653449113242719,0.748054223739121
"736",2022-02-25,0.481952766400953,0.56337449584491,0.654487434167132,0.749064443440244
"737",2022-02-26,0.48193068778351,0.563404484399793,0.655449234322461,0.750017124724008
"738",2022-02-27,0.481903938420152,0.563427394606732,0.656371053822675,0.750951124536604
"739",2022-02-28,0.481858812881631,0.563435023906525,0.657227314705983,0.751843172223928
"740",2022-03-01,0.481794492822267,0.563424515226506,0.658009624770474,0.752687145193588
"741",2022-03-02,0.48171327368621,0.563395608966576,0.658717077566918,0.753484360904415
"742",2022-03-03,0.481612609306783,0.563348590579521,0.659349968882941,0.754237596276316
"743",2022-03-04,0.481490795378244,0.563281593019263,0.659905397149838,0.754946781490236
"744",2022-03-05,0.481337289054142,0.563185218468159,0.660376877903716,0.755608989326331
