"","date","binding_score","escape_score"
"1","2020-01-29",0,0
"3","2020-01-30",0,0
"4","2020-01-31",0,0
"5","2020-02-03",0,0
"7","2020-02-04",0,0
"8","2020-02-12",0,0
"9","2020-02-20",0,0
"12","2020-02-21",0,0
"16","2020-02-22",0,0
"36","2020-02-23",0,0
"51","2020-02-24",0,0
"77","2020-02-25",0,0
"102","2020-02-26",0,0
"123","2020-02-27",0,0
"141","2020-02-28",0.0025,0.000100302604166667
"169","2020-02-29",0.00269662921348315,0.000108191573033708
"188","2020-03-01",0.00263736263736264,0.000105813736263736
"214","2020-03-02",0.00282352941176471,0.000113282941176471
"235","2020-03-03",0.0030379746835443,0.000121886708860759
"255","2020-03-04",0.001875,0.000144548263888889
"287","2020-03-05",0.00168224299065421,0.000129688161993769
"311","2020-03-06",-0.000461538461538462,3.26737179487179e-05
"330","2020-03-07",-0.000394736842105263,2.79446271929825e-05
"364","2020-03-08",-0.000402684563758389,2.85072706935123e-05
"402","2020-03-09",-0.000346820809248555,2.45525048169557e-05
"456","2020-03-10",-0.0302732240437158,2.32108378870674e-05
"505","2020-03-11",-0.0299453551912568,0
"528","2020-03-12",-0.0330120481927711,0
"573","2020-03-13",-0.0338064516129032,6.21229032258065e-05
"607","2020-03-14",-0.0366433566433566,6.7336013986014e-05
"644","2020-03-15",-0.0344736842105263,6.33490131578947e-05
"659","2020-03-16",-0.0344736842105263,6.33490131578947e-05
"688","2020-03-17",0.00143712574850299,5.76589820359281e-05
"718","2020-03-18",0.00142011834319527,5.69766272189349e-05
"755","2020-03-19",0.00137931034482759,5.5339367816092e-05
"808","2020-03-20",0,0
"857","2020-03-21",0,0
"901","2020-03-22",0,0
"923","2020-03-23",0,0
"960","2020-03-24",0,0
"991","2020-03-25",0,0
"1013","2020-03-26",0,0
"1072","2020-03-27",0,0
"1092","2020-03-28",0.000181818181818182,3.99207070707071e-05
"1108","2020-03-29",0.000172413793103448,3.78558429118774e-05
"1122","2020-03-30",0,8.07367149758454e-05
"1146","2020-03-31",0,6.8775720164609e-05
"1176","2020-04-01",0,6.75252525252525e-05
"1202","2020-04-02",-0.00261904761904762,0.000243264880952381
"1227","2020-04-03",-0.00440993788819876,0.000284200310559006
"1269","2020-04-04",-0.00473684210526316,0.000290294462719298
"1285","2020-04-05",-0.0045859872611465,0.000281049416135881
"1304","2020-04-06",-0.00398773006134969,0.00030356354805726
"1320","2020-04-07",-0.00492424242424242,0.000374854987373737
"1338","2020-04-08",-0.0082312925170068,0.000438503911564626
"1367","2020-04-09",-0.00524475524475524,0.000277543123543124
"1398","2020-04-10",-0.00324324324324324,0.000235141328828829
"1408","2020-04-11",-0.00337837837837838,0.000201658727477477
"1440","2020-04-12",-0.00384615384615385,0.000229580705128205
"1454","2020-04-13",-0.00413223140495868,0.000351007506887052
"1474","2020-04-14",-0.00423728813559322,0.000359931426553672
"1492","2020-04-15",0.000631578947368421,0.000289396754385965
"1506","2020-04-16",0.000434782608695652,0.000244970289855072
"1527","2020-04-17",0.000476190476190476,0.000268300793650794
"1535","2020-04-18",0.000465116279069767,0.000262061240310078
"1543","2020-04-19",-0.000121951219512195,0.000375108943089431
"1553","2020-04-20",-0.000694444444444444,0.000114189814814815
"1564","2020-04-21",-0.00072463768115942,0.000119154589371981
"1583","2020-04-22",-0.000746268656716418,0.00012271144278607
"1591","2020-04-23",-0.000833333333333333,0.000137027777777778
"1602","2020-04-24",-0.00072463768115942,0.000119154589371981
"1606","2020-04-25",-0.00442622950819672,0.00509810382513661
"1612","2020-04-26",-0.00354838709677419,0.0048832688172043
"1615","2020-04-27",-0.00366666666666667,0.00504604444444444
"1636","2020-04-28",-0.00349206349206349,0.00480575661375661
"1647","2020-04-29",-0.00323529411764706,0.00445239215686275
"1655","2020-04-30",-0.00301369863013699,0.00414743378995434
"1663","2020-05-01",-0.00354838709677419,0.0048832688172043
"1670","2020-05-02",0,0
"1681","2020-05-03",0.001,0.00595749833333333
"1692","2020-05-04",0.00111111111111111,0.00661944259259259
"1701","2020-05-05",0.00111111111111111,0.00661944259259259
"1703","2020-05-06",0.00147058823529412,0.00876102696078431
"1708","2020-05-07",0.00166666666666667,0.00992916388888889
"1711","2020-05-08",0.00208333333333333,0.0124114548611111
"1718","2020-05-10",0.00227272727272727,0.0135397689393939
"1722","2020-05-11",0.00172413793103448,0.0102715488505747
"1726","2020-05-12",0.00208333333333333,0.0124114548611111
"1727","2020-05-13",0.00166666666666667,0.00992916388888889
"1732","2020-05-14",0.00178571428571429,0.0106383898809524
"1743","2020-05-15",0.00185185185185185,0.0110324043209877
"1745","2020-05-16",0.00178571428571429,0.0106383898809524
"1753","2020-05-17",0.002,0.0119149966666667
"1757","2020-05-18",0.00333333333333333,0.0198583277777778
"1759","2020-05-19",0.00357142857142857,0.0212767797619048
"1760","2020-05-20",0.00454545454545455,0.0270795378787879
"1762","2020-05-22",0.00625,0.0372343645833333
"1763","2020-05-23",0.00714285714285714,0.0425535595238095
"1766","2020-05-24",0.0214285714285714,0.0439059404761905
"1767","2020-05-27",0.03,0.0614683166666667
"1769","2020-05-28",0.0375,0.0768353958333333
"1770","2020-05-30",0.01875,0.0384176979166667
"1771","2020-06-01",0,0
"1773","2020-06-02",0,0
"1775","2020-06-03",-0.0126086956521739,0.000438759420289855
"1777","2020-06-04",-0.00935483870967742,0.000325531182795699
"1785","2020-06-05",-0.0180645161290323,0.0026753064516129
"1787","2020-06-06",-0.0180645161290323,0.0026753064516129
"1795","2020-06-07",-0.0180645161290323,0.0026753064516129
"1803","2020-06-08",-0.0207407407407407,0.00307164814814815
"1806","2020-06-09",-0.0155555555555556,0.00230373611111111
"1808","2020-06-10",-0.02,0.00907744833333333
"1811","2020-06-11",-0.0272727272727273,0.0123783386363636
"1815","2020-06-12",-0.0136363636363636,0.019640821969697
"1825","2020-06-13",-0.0136363636363636,0.019640821969697
"1828","2020-06-15",-0.0115384615384615,0.0166191570512821
"1834","2020-06-16",-0.0176470588235294,0.0254175343137255
"1837","2020-06-17",0.00166666666666667,0.0129232037037037
"1847","2020-06-19",0,0
"1848","2020-06-20",0,0
"1851","2020-06-21",0,0
"1852","2020-06-22",0,0
"1855","2020-06-24",0,0
"1858","2020-06-25",0,0
"1860","2020-06-26",0,0
"1866","2020-06-27",0,0
"1871","2020-06-28",0,0
"1889","2020-06-29",0,0
"1930","2020-06-30",0,0
"1934","2020-07-01",0,0
"1941","2020-07-02",0,0
"1952","2020-07-03",0,0
"1954","2020-07-04",0,0
"1955","2020-07-05",0,0
"1956","2020-07-06",0,0
"1960","2020-07-07",0,0
"1972","2020-07-08",0,0
"1973","2020-07-09",0,0
"1974","2020-07-10",0,0
"1975","2020-07-13",0,0
"1978","2020-07-14",0,0
"1981","2020-07-15",0,0
"1982","2020-07-17",-0.0158823529411765,0.000287514705882353
"1986","2020-07-18",-0.015,0.000271541666666667
"1990","2020-07-20",-0.010952380952381,0.000714853174603175
"1997","2020-07-21",-0.010952380952381,0.000714853174603175
"1999","2020-07-22",-0.0135294117647059,0.000883053921568627
"2000","2020-07-23",-0.0127777777777778,0.00083399537037037
"2003","2020-07-24",0.00333333333333333,0.000843680555555556
"2010","2020-07-26",0.00363636363636364,0.000920378787878788
"2011","2020-07-27",0,0
"2012","2020-07-28",0,0
"2014","2020-08-01",0,0
"2015","2020-08-02",0.01,0.0204894388888889
"2017","2020-08-03",0.009375,0.0192088489583333
"2021","2020-08-04",0.0075,0.0153670791666667
"2025","2020-08-05",0.0075,0.0153670791666667
"2029","2020-08-06",0.00833333333333333,0.0170745324074074
"2030","2020-08-07",0.00375,0.01944398125
"2035","2020-08-08",0.000714285714285716,0.0232135702380952
"2036","2020-08-10",-0.0135714285714286,0.0143623946428571
"2038","2020-08-11",-0.0172727272727273,0.0182794113636364
"2040","2020-08-12",-0.0158333333333333,0.0167561270833333
"2042","2020-08-13",-0.0158333333333333,0.0167561270833333
"2045","2020-08-14",-0.00625,0.0123319630208333
"2046","2020-08-15",-0.00263157894736842,0.00965395394736842
"2048","2020-08-17",0.00148148148148148,0.000374969135802469
"2054","2020-08-18",-0.01,0.000349109195402299
"2060","2020-08-19",-0.00935483870967742,0.000326586021505376
"2063","2020-08-20",-0.00979166666666667,0.000632760416666667
"2073","2020-08-21",-0.0094,0.00060745
"2076","2020-08-22",-0.00839285714285714,0.000542366071428571
"2081","2020-08-23",-0.00463768115942029,0.00489440700483092
"2098","2020-08-24",-0.0059016393442623,0.00537032650273224
"2106","2020-08-25",-0.00276595744680851,0.0035893865248227
"2118","2020-08-26",-0.00270833333333333,0.00351460763888889
"2134","2020-08-27",-0.000975609756097561,0.00386773170731707
"2136","2020-08-28",-0.00105263157894737,0.00417307894736842
"2172","2020-08-29",-0.000289855072463768,0.00466219770531401
"2178","2020-08-30",-0.0025,0.000211030269607843
"2181","2020-08-31",-0.00114583333333333,0.000196746875
"2183","2020-09-01",0.00171428571428571,0.000129646904761905
"2188","2020-09-02",0.00181818181818182,0.000137504292929293
"2204","2020-09-03",0.00169014084507042,0.000127820892018779
"2235","2020-09-04",0.00434210526315789,0.00422308563596491
"2245","2020-09-05",0.003375,0.00395521083333333
"2247","2020-09-06",0.00321428571428571,0.00376686746031746
"2255","2020-09-07",0.00445945945945946,0.00433722308558559
"2263","2020-09-08",0.007125,0.0042388134375
"2272","2020-09-09",0.00670588235294118,0.00398947147058824
"2292","2020-09-10",0.00695121951219512,0.00413542774390244
"2314","2020-09-11",0.00593406593406593,0.000448777747252747
"2330","2020-09-12",0.00368,0.000438487533333333
"2338","2020-09-13",0.00416,0.000474788666666667
"2344","2020-09-14",0.00389380530973451,0.000534490855457227
"2360","2020-09-15",0.00204081632653061,0.000431090816326531
"2402","2020-09-16",0.00279569892473118,0.00050305958781362
"2425","2020-09-17",0.0026,0.000467845416666667
"2435","2020-09-18",0.000888888888888889,0.000368573518518519
"2436","2020-09-19",0.00280701754385965,0.000336832456140351
"2438","2020-09-20",0.002,0.000293236166666667
"2452","2020-09-21",0.00122448979591837,9.26049319727891e-05
"2461","2020-09-22",0.00230769230769231,0.000174524679487179
"2472","2020-09-23",0.00117647058823529,8.89733660130719e-05
"2485","2020-09-24",0.00153846153846154,0.000116349786324786
"2494","2020-09-25",0.00130434782608696,9.8644384057971e-05
"2499","2020-09-26",0.00127659574468085,9.65455673758865e-05
"2500","2020-09-28",0.00428571428571429,0.000831193849206349
"2515","2020-09-29",0.0027906976744186,0.000706337209302326
"2525","2020-09-30",0.00206896551724138,0.000523663793103448
"2531","2020-10-01",0.00193548387096774,0.000489879032258065
"2541","2020-10-02",0.00218181818181818,0.000552227272727273
"2546","2020-10-03",0.00392156862745098,0.000992565359477124
"2563","2020-10-04",0.00571428571428571,0.00106600208333333
"2567","2020-10-05",0.00492307692307692,0.000590752307692308
"2573","2020-10-06",0.00723684210526316,0.00203595054824561
"2579","2020-10-07",0.00753424657534247,0.00211961974885845
"2591","2020-10-08",0.005875,0.0020645515625
"2608","2020-10-09",0.00654761904761905,0.00220729117063492
"2626","2020-10-10",0.00552083333333333,0.00176772673611111
"2640","2020-10-11",0.00409523809523809,0.00209865007936508
"2652","2020-10-12",0.0037962962962963,0.00209208132716049
"2664","2020-10-13",0.00224299065420561,0.00106681386292835
"2683","2020-10-14",0.0024,0.00114149083333333
"2704","2020-10-15",0.0032,0.001037172
"2724","2020-10-16",0.00714285714285714,0.0011740787202381
"2739","2020-10-17",0.00740740740740741,0.00121756311728395
"2746","2020-10-18",0.00763636363636364,0.001701065
"2760","2020-10-19",0.00816326530612245,0.00180605085034014
"2782","2020-10-20",0.00840909090909091,0.00195971979166667
"2797","2020-10-21",0.0110112359550562,0.0020458920411985
"2823","2020-10-22",0.0113953488372093,0.00211726036821705
"2833","2020-10-23",0.00699248120300752,0.00450552988721804
"2840","2020-10-24",0.00849056603773585,0.00466712169811321
"2849","2020-10-25",0.00845849802371542,0.0054600847826087
"2858","2020-10-26",0.0113868613138686,0.00594825142944039
"3061","2020-10-27",0.0113454545454545,0.00592662142424243
"3075","2020-10-28",0.0106569343065693,0.00595005842457421
"3088","2020-10-29",0.0104285714285714,0.00582255717261905
"3119","2020-10-30",0.0195121951219512,0.00557279363143631
"3128","2020-10-31",0.0140372670807453,0.00416963519668737
"3136","2020-11-01",0.0135978835978836,0.00235558844797178
"3151","2020-11-02",0.00829787234042553,0.00107310709219858
"3199","2020-11-03",0.00882051282051282,0.00113304401709402
"3253","2020-11-04",0.00892307692307692,0.00110439517094017
"3295","2020-11-05",0.00950819672131148,0.00117681452641166
"3325","2020-11-06",0.00622516556291391,0.000694571026490066
"3340","2020-11-07",0.0113821138211382,0.00842757953929539
"3348","2020-11-08",0.0119230769230769,0.0097826233974359
"3351","2020-11-09",0.0149411764705882,0.0119110055882353
"3367","2020-11-10",0.015,0.0111429452777778
"3391","2020-11-11",0.0121052631578947,0.00888035153508772
"3411","2020-11-12",0.0111627906976744,0.00788292803617571
"3424","2020-11-13",0.00926470588235294,0.00744296642156863
"3444","2020-11-14",0.00338235294117647,0.000551485968137255
"3474","2020-11-15",0.00169354838709677,0.000519400806451613
"3491","2020-11-16",0.00372262773722628,0.000573521107055961
"3511","2020-11-17",0.00439716312056738,0.00119916660756501
"3536","2020-11-18",0.00452991452991453,0.00132521239316239
"3544","2020-11-19",0.00485714285714286,0.00152987023809524
"3569","2020-11-20",0.00428571428571429,0.00170719829931973
"3591","2020-11-21",0.00494505494505494,0.0015837706043956
"3597","2020-11-22",0.00605042016806723,0.00218443242296919
"3602","2020-11-23",0.00551724137931034,0.00232342981321839
"3615","2020-11-24",0.00389312977099237,0.00147416641221374
"3631","2020-11-25",0.00463235294117647,0.00148669914215686
"3667","2020-11-26",0.00427536231884058,0.00139178925120773
"3686","2020-11-27",0.00575342465753425,0.00133999086757991
"3724","2020-11-28",0.00636363636363636,0.00187350227272727
"3736","2020-11-29",0.00863636363636364,0.00146419873737374
"3745","2020-11-30",0.0072463768115942,0.00137525706521739
"3768","2020-12-01",0.00879310344827586,0.00151446063218391
"3793","2020-12-02",0.00888888888888889,0.00163579594017094
"3806","2020-12-03",0.00920353982300885,0.00169370022123894
"3832","2020-12-04",0.0112380952380952,0.00177481301587302
"3849","2020-12-05",0.0105555555555556,0.0010012638117284
"3861","2020-12-06",0.00680851063829787,0.000737358983451537
"3865","2020-12-07",0.0155414012738853,0.00114896560509554
"3880","2020-12-08",0.013804347826087,0.00116138573369565
"3908","2020-12-09",0.0127918781725888,0.00100499636209814
"3954","2020-12-10",0.012843137254902,0.00104238280228758
"3995","2020-12-11",0.0137344398340249,0.00125184616182573
"4037","2020-12-12",0.0204417670682731,0.00202046613119143
"4066","2020-12-13",0.0243265306122449,0.00334824850340136
"4077","2020-12-14",0.015794701986755,0.00377589445364238
"4127","2020-12-15",0.0180904522613065,0.00814741721105528
"4164","2020-12-16",0.0192417061611374,0.00832252428909953
"4207","2020-12-17",0.0197362637362637,0.00829718716117216
"4305","2020-12-18",0.0249606299212598,0.00882513538385827
"4447","2020-12-19",0.0216152450090744,0.00888049506957048
"4498","2020-12-20",0.0234358974358974,0.00963234088319088
"4543","2020-12-21",0.0285384615384615,0.010209271650641
"4647","2020-12-22",0.0325974025974026,0.00826698963203463
"4725","2020-12-23",0.0331621621621622,0.00903788637387387
"4801","2020-12-24",0.0327272727272727,0.0097084669047619
"4838","2020-12-25",0.0381553398058252,0.0106350642192557
"4841","2020-12-26",0.0528640776699029,0.00992089209142395
"4877","2020-12-27",0.0599186991869919,0.00852906781842818
"4936","2020-12-28",0.0639612188365651,0.00879001512003694
"5067","2020-12-29",0.0628150134048257,0.00865229235924933
"5149","2020-12-30",0.0676151761517615,0.00795236395663957
"5183","2020-12-31",-0.0614285714285714,0.0527463103809524
"5209","2021-01-01",-0.0969924812030075,0.0666975133458647
"5227","2021-01-02",-0.121652542372881,0.0764649108757062
"5260","2021-01-03",-0.12521186440678,0.0763040531073446
"5303","2021-01-04",-0.0925324675324675,0.068776273538961
"5352","2021-01-05",-0.0604787234042553,0.0637687359707447
"5404","2021-01-06",-0.0438913043478261,0.0581529261956522
"5437","2021-01-07",0.0580044843049327,0.0256291789237668
"5536","2021-01-08",0.0527426160337553,0.0231017849331927
"5627","2021-01-09",0.0469033530571992,0.0228433204635108
"5744","2021-01-10",0.0443833333333333,0.0219878630972222
"5769","2021-01-11",0.0497402597402597,0.0199377060741342
"5857","2021-01-12",0.0470096463022508,0.0205282355841372
"5941","2021-01-13",0.0492432432432432,0.0200182815465465
"6069","2021-01-14",0.0491932773109244,0.0176451553921569
"6184","2021-01-15",0.058169014084507,0.0188829534428795
"6274","2021-01-16",0.0689197530864197,0.0184587897633745
"6321","2021-01-17",0.0735030864197531,0.0198100621013374
"6386","2021-01-18",0.0755865102639296,0.0204320090420332
"6504","2021-01-19",0.0807242339832869,0.0184568587743733
"6597","2021-01-20",0.0823428571428571,0.0187234408095238
"6724","2021-01-21",0.0858358662613982,0.0203930757345491
"6872","2021-01-22",0.0861101549053356,0.0205689477481354
"7002","2021-01-23",0.0837686567164179,0.0218067446050995
"7036","2021-01-24",0.0956629213483146,0.0236593754494382
"7060","2021-01-25",0.101009174311927,0.0265844976299694
"7102","2021-01-26",0.109466666666667,0.029422044962963
"7154","2021-01-27",0.1106,0.0298129759166667
"7189","2021-01-28",0.122319587628866,0.0284694883161512
"7222","2021-01-29",0.12256,0.0408706904666667
"7249","2021-01-30",0.126590909090909,0.0387687622474747
"7257","2021-01-31",0.148803245436105,0.0293517842630156
"7274","2021-02-01",0.161902777777778,0.0219870866319444
"7372","2021-02-02",0.158920595533499,0.0243121782464847
"7433","2021-02-03",0.155578947368421,0.0294593789961014
"7710","2021-02-04",0.152166476624857,0.0328280344640821
"7979","2021-02-05",0.155080321285141,0.0289248172941767
"8091","2021-02-06",0.153467189030362,0.0316856091740124
"8145","2021-02-07",0.135833333333333,0.0716308710836563
"8186","2021-02-08",0.118068812430633,0.087494923409175
"8410","2021-02-09",0.109204737732657,0.0695065770445572
"8498","2021-02-10",0.109541800643087,0.0638722235932476
"8793","2021-02-11",0.110803149606299,0.0610722789370079
"8921","2021-02-12",0.109174757281553,0.0617454273867314
"9313","2021-02-13",0.109261744966443,0.0601353130064628
"9431","2021-02-14",0.112873851294904,0.0331578833263715
"9496","2021-02-15",0.124369127516779,0.0340792065883669
"9702","2021-02-16",0.130923994038748,0.0384737889530551
"9899","2021-02-17",0.133798561151079,0.0399590601019185
"10045","2021-02-18",0.130243055555556,0.0422412890798611
"10532","2021-02-19",0.133197903014417,0.04402288531564
"10781","2021-02-20",0.139420289855072,0.0416106467601344
"10956","2021-02-21",0.145897435897436,0.0393248062015504
"11077","2021-02-22",0.146328947368421,0.0367972608004386
"11353","2021-02-23",0.15419878296146,0.0369615303189092
"11610","2021-02-24",0.155348058902276,0.0354986074743418
"11840","2021-02-25",0.162130177514793,0.0319806674446636
"12109","2021-02-26",0.164717607973422,0.0320234072535991
"12314","2021-02-27",0.165617685305592,0.0406283430537495
"12495","2021-02-28",0.1695337995338,0.0376591513403263
"12640","2021-03-01",0.172899649941657,0.0395961011814469
"12897","2021-03-02",0.177091836734694,0.0384981001936886
"13182","2021-03-03",0.172886710239651,0.0407780557007988
"13599","2021-03-04",0.175309033280507,0.0411722182030287
"13870","2021-03-05",0.158273381294964,0.0463641331577595
"14132","2021-03-06",0.161470152935372,0.0428042925711232
"14395","2021-03-07",0.160069333333333,0.0445597676533333
"14601","2021-03-08",0.162402597402597,0.0430131793515512
"14926","2021-03-09",0.162337324310255,0.0438554711998959
"15308","2021-03-10",0.173431510051426,0.0392896123889668
"15562","2021-03-11",0.177198964177816,0.0394570855200691
"15799","2021-03-12",0.192227956989247,0.0366600340143369
"16130","2021-03-13",0.183475091130012,0.0428843112258674
"16605","2021-03-14",0.187798295454545,0.0416778580522017
"16985","2021-03-15",0.190844632768362,0.0413560058286252
"17302","2021-03-16",0.19056080283353,0.0421278471541716
"17819","2021-03-17",0.190053458068827,0.0450895831495712
"18427","2021-03-18",0.187679516250945,0.0462088946176619
"19565","2021-03-19",0.189100762745885,0.0461980265790178
"19749","2021-03-20",0.200104783599089,0.0391138923044799
"19829","2021-03-21",0.197306637410861,0.0420455301334796
"19860","2021-03-22",0.19675572519084,0.0439855177083333
"20022","2021-03-23",0.20698512137823,0.0351764085552075
"20237","2021-03-24",0.209966532797858,0.0327710223951361
"20468","2021-03-25",0.210071942446043,0.0329147543764988
"20652","2021-03-26",0.211087866108787,0.0323575426280135
"21058","2021-03-27",0.213866150442478,0.0314371949253319
"21351","2021-03-28",0.215774798927614,0.0303805033690795
"21419","2021-03-29",0.215706440339491,0.0307817641828923
"21731","2021-03-30",0.215418163160595,0.0336335164742603
"22079","2021-03-31",0.214738562091503,0.0348112091730211
"22422","2021-04-01",0.215228398458998,0.0345262956751055
"22744","2021-04-02",0.217259585166562,0.0326427878640268
"23093","2021-04-03",0.21713551701991,0.0342563653286234
"23274","2021-04-04",0.212940438871473,0.0391919753866249
"23323","2021-04-05",0.215642946317104,0.0385187338379109
"23400","2021-04-06",0.214311868686869,0.0403297767255892
"23721","2021-04-07",0.215236703682057,0.039533756015001
"24049","2021-04-08",0.214607566346697,0.0407519410267269
"24385","2021-04-09",0.215798816568047,0.0406396625780736
"24719","2021-04-10",0.2180078125,0.038915699987793
"25026","2021-04-11",0.220933268858801,0.0364364436411992
"25136","2021-04-12",0.219716168271668,0.0374843420045616
"25486","2021-04-13",0.221615789473684,0.0356013486140351
"25822","2021-04-14",0.221851028349083,0.0359864035528998
"26172","2021-04-15",0.222222222222222,0.0364287041058736
"26408","2021-04-16",0.220717781402936,0.0380724779182527
"26668","2021-04-17",0.218238074774388,0.0398226837702335
"26874","2021-04-18",0.218342312474099,0.0414557021273657
"26969","2021-04-19",0.217714987714988,0.0429219595891346
"27375","2021-04-20",0.216234963913392,0.044808090039428
"28388","2021-04-21",0.216954635108481,0.0442348157264957
"28818","2021-04-22",0.217040252565114,0.0439352491581163
"29083","2021-04-23",0.2171375,0.0443299943819444
"29397","2021-04-24",0.217198228128461,0.0468229300203027
"29650","2021-04-25",0.214134802333117,0.0490196634532296
"29738","2021-04-26",0.213486111111111,0.0518188909780093
"29997","2021-04-27",0.212223837209302,0.0526424492308624
"30238","2021-04-28",0.206611374407583,0.0579318984004739
"30424","2021-04-29",0.206197628458498,0.0578216633069829
"30582","2021-04-30",0.199636363636364,0.0644464281636364
"30840","2021-05-01",0.197007751937984,0.067853312370801
"30979","2021-05-02",0.197096774193548,0.0695113276113671
"31066","2021-05-03",0.199566145092461,0.0633807163406828
"31439","2021-05-04",0.197635951661631,0.0664312270015106
"31587","2021-05-05",0.199256756756757,0.0663210897084585
